ICD10,PheCode,ICD10 String,Phenotype,Excl. Phecodes,Excl. Phenotypes,category
Q64.8,751.2,Other specified congenital malformations of urinary system,Congenital anomalies of urinary system,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q64.9,751.2,"Congenital malformation of urinary system, unspecified",Congenital anomalies of urinary system,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q65,755.61,Congenital deformities of hip,Congenital hip dysplasia and deformity,754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q65.0,755.61,"Congenital dislocation of hip, unilateral",Congenital hip dysplasia and deformity,754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q65.1,755.61,"Congenital dislocation of hip, bilateral",Congenital hip dysplasia and deformity,754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q65.2,755.61,"Congenital dislocation of hip, unspecified",Congenital hip dysplasia and deformity,754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q65.3,755.61,"Congenital subluxation of hip, unilateral",Congenital hip dysplasia and deformity,754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q65.4,755.61,"Congenital subluxation of hip, bilateral",Congenital hip dysplasia and deformity,754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q65.5,755.61,"Congenital subluxation of hip, unspecified",Congenital hip dysplasia and deformity,754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q65.6,755.61,Unstable hip,Congenital hip dysplasia and deformity,754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q65.8,755.61,Other congenital deformities of hip,Congenital hip dysplasia and deformity,754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q65.9,755.61,"Congenital deformity of hip, unspecified",Congenital hip dysplasia and deformity,754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q66,755.1,Congenital deformities of feet,Congenital deformities of feet,754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q66.0,755.1,Talipes equinovarus,Congenital deformities of feet,754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q66.1,755.1,Talipes calcaneovarus,Congenital deformities of feet,754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q66.2,755.1,Metatarsus varus,Congenital deformities of feet,754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q66.3,755.1,Other congenital varus deformities of feet,Congenital deformities of feet,754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q66.4,755.1,Talipes calcaneovalgus,Congenital deformities of feet,754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q66.5,755.1,Congenital pes planus,Congenital deformities of feet,754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q66.6,755.1,Other congenital valgus deformities of feet,Congenital deformities of feet,754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q66.7,755.1,Pes cavus,Congenital deformities of feet,754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q66.8,755.1,Other congenital deformities of feet,Congenital deformities of feet,754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q66.9,755.1,"Congenital deformity of feet, unspecified",Congenital deformities of feet,754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q67.0,749,Facial asymmetry,Congenital anomalies of face and neck,748-749.99," congenital anomalies of respiratory system, face and neck",congenital anomalies
Q67.1,749,Compression facies,Congenital anomalies of face and neck,748-749.99," congenital anomalies of respiratory system, face and neck",congenital anomalies
Q67.2,749,Dolichocephaly,Congenital anomalies of face and neck,748-749.99," congenital anomalies of respiratory system, face and neck",congenital anomalies
Q67.3,749,Plagiocephaly,Congenital anomalies of face and neck,748-749.99," congenital anomalies of respiratory system, face and neck",congenital anomalies
Q67.4,749,"Other congenital deformities of skull, face and jaw",Congenital anomalies of face and neck,748-749.99," congenital anomalies of respiratory system, face and neck",congenital anomalies
Q67.5,754,Congenital deformity of spine,Congenital musculoskeletal deformities of spine,754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q67.6,756.21,Pectus excavatum,Pectus excavatum,754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q67.7,756.22,Pectus carinatum,Pectus carinatum,754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q67.8,756,Other congenital deformities of chest,Other congenital musculoskeletal anomalies,754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q68,756,Other congenital musculoskeletal deformities,Other congenital musculoskeletal anomalies,754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q68.0,749,Congenital deformity of sternocleidomastoid muscle,Congenital anomalies of face and neck,748-749.99," congenital anomalies of respiratory system, face and neck",congenital anomalies
Q68.1,755.4,Congenital deformity of hand,"Congenital anomalies of upper limb, including shoulder girdle",754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q68.2,755.6,Congenital deformity of knee,"Other congenital anomalies of lower limb, including pelvic girdle",754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q68.3,755.6,Congenital bowing of femur,"Other congenital anomalies of lower limb, including pelvic girdle",754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q68.4,755.6,Congenital bowing of tibia and fibula,"Other congenital anomalies of lower limb, including pelvic girdle",754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q68.5,755.6,"Congenital bowing of long bones of leg, unspecified","Other congenital anomalies of lower limb, including pelvic girdle",754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q68.8,755.4,Other specified congenital musculoskeletal deformities,"Congenital anomalies of upper limb, including shoulder girdle",754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q68.8,756,Other specified congenital musculoskeletal deformities,Other congenital musculoskeletal anomalies,754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q69,755.3,Polydactyly,Congenital anomaly of fingers/toes,754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q69.0,755.3,Accessory finger(s),Congenital anomaly of fingers/toes,754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q69.1,755.3,Accessory thumb(s),Congenital anomaly of fingers/toes,754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q69.2,755.3,Accessory toe(s),Congenital anomaly of fingers/toes,754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q69.9,755.3,"Polydactyly, unspecified",Congenital anomaly of fingers/toes,754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q70,755.3,Syndactyly,Congenital anomaly of fingers/toes,754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q70.0,755.3,Fused fingers,Congenital anomaly of fingers/toes,754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q70.1,755.3,Webbed fingers,Congenital anomaly of fingers/toes,754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q70.2,755.3,Fused toes,Congenital anomaly of fingers/toes,754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q70.3,755.3,Webbed toes,Congenital anomaly of fingers/toes,754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q70.4,755.3,Polysyndactyly,Congenital anomaly of fingers/toes,754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q70.9,755.3,"Syndactyly, unspecified",Congenital anomaly of fingers/toes,754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q71,755.4,Reduction defects of upper limb,"Congenital anomalies of upper limb, including shoulder girdle",754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q71.0,755.4,Congenital complete absence of upper limb(s),"Congenital anomalies of upper limb, including shoulder girdle",754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q71.1,755.4,Congenital absence of upper arm and forearm with hand present,"Congenital anomalies of upper limb, including shoulder girdle",754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q71.2,755.4,Congenital absence of both forearm and hand,"Congenital anomalies of upper limb, including shoulder girdle",754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q71.3,755.4,Congenital absence of hand and finger(s),"Congenital anomalies of upper limb, including shoulder girdle",754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q71.4,755.4,Longitudinal reduction defect of radius,"Congenital anomalies of upper limb, including shoulder girdle",754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q71.5,755.4,Longitudinal reduction defect of ulna,"Congenital anomalies of upper limb, including shoulder girdle",754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q71.6,755.3,Lobster-claw hand,Congenital anomaly of fingers/toes,754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q71.8,755.4,Other reduction defects of upper limb(s),"Congenital anomalies of upper limb, including shoulder girdle",754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q71.9,755.4,"Reduction defect of upper limb, unspecified","Congenital anomalies of upper limb, including shoulder girdle",754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q72,755.6,Reduction defects of lower limb,"Other congenital anomalies of lower limb, including pelvic girdle",754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q72.0,755.6,Congenital complete absence of lower limb(s),"Other congenital anomalies of lower limb, including pelvic girdle",754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q72.1,755.6,Congenital absence of thigh and lower leg with foot present,"Other congenital anomalies of lower limb, including pelvic girdle",754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q72.2,755.6,Congenital absence of both lower leg and foot,"Other congenital anomalies of lower limb, including pelvic girdle",754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q72.3,755.6,Congenital absence of foot and toe(s),"Other congenital anomalies of lower limb, including pelvic girdle",754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q72.4,755.6,Longitudinal reduction defect of femur,"Other congenital anomalies of lower limb, including pelvic girdle",754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q72.5,755.6,Longitudinal reduction defect of tibia,"Other congenital anomalies of lower limb, including pelvic girdle",754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q72.6,755.6,Longitudinal reduction defect of fibula,"Other congenital anomalies of lower limb, including pelvic girdle",754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q72.7,755.1,Split foot,Congenital deformities of feet,754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q72.8,755.6,Other reduction defects of lower limb(s),"Other congenital anomalies of lower limb, including pelvic girdle",754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q72.9,755.6,"Reduction defect of lower limb, unspecified","Other congenital anomalies of lower limb, including pelvic girdle",754-756.99,congenital musculoskeletal anomalies,congenital anomalies
Q73,755.4,Reduction defects of unspecified limb,"Congenital anomalies of upper limb, including shoulder girdle",754-756.99,congenital musculoskeletal anomalies,congenital anomalies
